1,95.33,20.67,2016-04-24 22:27:32 
1,95.11,21.42,2016-04-25 1:27:32
1,94.61,22.36,2016-04-25 4:27:32 
1,94.25,22.36,2016-04-25 7:27:32 
1,93.49,22.36,2016-04-25 10:27:32 
1,93.49,22.36,2016-04-25 13:27:32 
1,92.81,22.36,2016-04-25 16:27:32 
1,91.97,22.36,2016-04-25 19:27:32 
1,91.35,22.36,2016-04-25 22:27:32 
1,90.51,22.36,2016-04-26 1:27:32 
1,89.99,22.36,2016-04-26 4:27:32 
1,89.47,22.36,2016-04-26 7:27:32 
1,88.88,22.36,2016-04-26 10:27:32 
1,88.67,22.36,2016-04-26 13:27:32 
1,88.16,22.36,2016-04-26 16:27:32 
1,88.10,22.36,2016-04-26 19:27:32 
1,87.26,22.36,2016-04-26 22:27:32 
1,87.18,22.36,2016-04-27 1:27:32 
1,86.35,22.36,2016-04-27 4:27:32 
1,86.18,22.36,2016-04-27 7:27:32 
1,85.75,22.36,2016-04-27 10:27:32 
1,85.44,22.36,2016-04-27 13:27:32 
1,84.51,22.36,2016-04-27 16:27:32 
1,84.44,22.36,2016-04-27 19:27:32 
2,96.25,20.29,2016-04-24 22:27:32 
2,95.63,21.87,2016-04-25 1:27:32 
2,95.57,22.43,2016-04-25 4:27:32 
2,95.47,22.43,2016-04-25 7:27:32 
2,94.60,22.43,2016-04-25 10:27:32 
2,94.01,22.43,2016-04-25 13:27:32 
2,93.76,22.43,2016-04-25 16:27:32 
2,93.18,22.43,2016-04-25 19:27:32 
2,92.61,22.43,2016-04-25 22:27:32 
2,91.97,22.43,2016-04-26 1:27:32 
2,91.51,22.43,2016-04-26 4:27:32 
2,90.91,22.43,2016-04-26 7:27:32 
2,90.89,22.43,2016-04-26 10:27:32 
2,90.01,22.43,2016-04-26 13:27:32 
2,89.78,22.43,2016-04-26 16:27:32 
2,89.75,22.43,2016-04-26 19:27:32 
2,88.97,22.43,2016-04-26 22:27:32 
2,88.70,22.43,2016-04-27 1:27:32 
2,88.59,22.43,2016-04-27 4:27:32 
2,87.67,22.43,2016-04-27 7:27:32 
2,87.21,22.43,2016-04-27 10:27:32 
2,86.64,22.43,2016-04-27 13:27:32 
2,86.60,22.43,2016-04-27 16:27:32 
2,85.93,22.43,2016-04-27 19:27:32 
3,93.13,20.13,2016-04-24 22:27:32 
3,92.31,21.60,2016-04-25 1:27:32 
3,92.21,22.34,2016-04-25 4:27:32 
3,92.16,22.34,2016-04-25 7:27:32 
3,91.51,22.34,2016-04-25 10:27:32 
3,90.84,22.34,2016-04-25 13:27:32 
3,90.81,22.34,2016-04-25 16:27:32 
3,90.37,22.34,2016-04-25 19:27:32 
3,89.38,22.34,2016-04-25 22:27:32 
3,88.67,22.34,2016-04-26 1:27:32 
3,88.47,22.34,2016-04-26 4:27:32 
3,87.99,22.34,2016-04-26 7:27:32 
3,87.68,22.34,2016-04-26 10:27:32 
3,86.92,22.34,2016-04-26 13:27:32 
3,86.24,22.34,2016-04-26 16:27:32 
3,86.05,22.34,2016-04-26 19:27:32 
3,85.66,22.34,2016-04-26 22:27:32 
3,85.53,22.34,2016-04-27 1:27:32 
3,85.50,22.34,2016-04-27 4:27:32 
3,84.57,22.34,2016-04-27 7:27:32 
3,84.07,22.34,2016-04-27 10:27:32 
3,83.11,22.34,2016-04-27 13:27:32 
3,82.60,22.34,2016-04-27 16:27:32 
3,82.17,22.34,2016-04-27 19:27:32 
4,94.76,20.53,2016-04-24 22:27:32 
4,94.14,21.32,2016-04-25 1:27:32 
4,93.69,22.62,2016-04-25 4:27:32 
4,93.17,22.62,2016-04-25 7:27:32 
4,92.58,22.62,2016-04-25 10:27:32 
4,92.28,22.62,2016-04-25 13:27:32 
4,91.96,22.62,2016-04-25 16:27:32 
4,91.66,22.62,2016-04-25 19:27:32 
4,91.54,22.62,2016-04-25 22:27:32 
4,91.42,22.62,2016-04-26 1:27:32 
4,90.72,22.62,2016-04-26 4:27:32 
4,90.28,22.62,2016-04-26 7:27:32 
4,89.33,22.62,2016-04-26 10:27:32 
4,88.86,22.62,2016-04-26 13:27:32 
4,88.17,22.62,2016-04-26 16:27:32 
4,87.32,22.62,2016-04-26 19:27:32 
4,86.60,22.62,2016-04-26 22:27:32 
4,86.27,22.62,2016-04-27 1:27:32 
4,85.60,22.62,2016-04-27 4:27:32 
4,84.90,22.62,2016-04-27 7:27:32 
4,84.72,22.62,2016-04-27 10:27:32 
4,83.80,22.62,2016-04-27 13:27:32 
4,83.56,22.62,2016-04-27 16:27:32 
4,83.42,22.62,2016-04-27 19:27:32 
